date,hour,station_id,energy_kwh
2025-02-04,14,Station_5,15.1
2025-02-04,15,Station_1,16.32
2025-02-04,15,Station_2,13.88
2025-02-04,15,Station_3,11.73
2025-02-04,15,Station_4,16.61
2025-02-04,15,Station_5,18.18
2025-02-04,16,Station_1,11.48
2025-02-04,16,Station_2,17.83
2025-02-04,16,Station_3,16.88
2025-02-04,16,Station_4,15.38
2025-02-04,16,Station_5,13.29
2025-02-04,17,Station_1,25.06
2025-02-04,17,Station_2,36.42
2025-02-04,17,Station_3,26.47
2025-02-04,17,Station_4,29.45
2025-02-04,17,Station_5,26.82
2025-02-04,18,Station_1,20.8
2025-02-04,18,Station_2,35.96
2025-02-04,18,Station_3,28.42
2025-02-04,18,Station_4,32.26
2025-02-04,18,Station_5,24.31
2025-02-04,19,Station_1,25.85
2025-02-04,19,Station_2,34.81
2025-02-04,19,Station_3,33.04
2025-02-04,19,Station_4,23.72
2025-02-04,19,Station_5,31.02
2025-02-04,20,Station_1,31.29
2025-02-04,20,Station_2,33.82
2025-02-04,20,Station_3,22.97
2025-02-04,20,Station_4,28.34
2025-02-04,20,Station_5,21.18
2025-02-04,21,Station_1,34.57
2025-02-04,21,Station_2,32.99
2025-02-04,21,Station_3,21.66
2025-02-04,21,Station_4,20.53
2025-02-04,21,Station_5,28.73
2025-02-04,22,Station_1,10.99
2025-02-04,22,Station_2,16.28
2025-02-04,22,Station_3,16.9
2025-02-04,22,Station_4,9.65
2025-02-04,22,Station_5,12.76
2025-02-04,23,Station_1,14.15
2025-02-04,23,Station_2,17.05
2025-02-04,23,Station_3,8.92
2025-02-04,23,Station_4,11.34
2025-02-04,23,Station_5,15.58
2025-02-05,0,Station_1,6.2
2025-02-05,0,Station_2,14.28
2025-02-05,0,Station_3,13.87
2025-02-05,0,Station_4,12.7
2025-02-05,0,Station_5,14.69
2025-02-05,1,Station_1,16.38
2025-02-05,1,Station_2,7.53
2025-02-05,1,Station_3,18.09
2025-02-05,1,Station_4,11.58
2025-02-05,1,Station_5,13.61
2025-02-05,2,Station_1,8.15
2025-02-05,2,Station_2,15.52
2025-02-05,2,Station_3,19.16
2025-02-05,2,Station_4,11.0
2025-02-05,2,Station_5,8.31
2025-02-05,3,Station_1,11.51
2025-02-05,3,Station_2,13.82
2025-02-05,3,Station_3,12.79
2025-02-05,3,Station_4,14.18
2025-02-05,3,Station_5,10.58
2025-02-05,4,Station_1,15.68
2025-02-05,4,Station_2,10.84
2025-02-05,4,Station_3,17.55
2025-02-05,4,Station_4,13.65
2025-02-05,4,Station_5,18.2
2025-02-05,5,Station_1,19.01
2025-02-05,5,Station_2,8.91
2025-02-05,5,Station_3,10.15
2025-02-05,5,Station_4,18.41
2025-02-05,5,Station_5,9.49
2025-02-05,6,Station_1,14.5
2025-02-05,6,Station_2,12.23
2025-02-05,6,Station_3,6.76
2025-02-05,6,Station_4,14.84
2025-02-05,6,Station_5,17.35
2025-02-05,7,Station_1,32.43
2025-02-05,7,Station_2,32.94
2025-02-05,7,Station_3,27.7
2025-02-05,7,Station_4,21.83
2025-02-05,7,Station_5,29.27
2025-02-05,8,Station_1,29.28
2025-02-05,8,Station_2,32.16
2025-02-05,8,Station_3,31.48
2025-02-05,8,Station_4,28.02
2025-02-05,8,Station_5,33.83
2025-02-05,9,Station_1,27.08
2025-02-05,9,Station_2,34.01
2025-02-05,9,Station_3,19.54
2025-02-05,9,Station_4,25.94
2025-02-05,9,Station_5,22.36
2025-02-05,10,Station_1,17.48
2025-02-05,10,Station_2,35.38
2025-02-05,10,Station_3,32.78
2025-02-05,10,Station_4,24.99
2025-02-05,10,Station_5,37.55
2025-02-05,11,Station_1,14.21
2025-02-05,11,Station_2,13.91
2025-02-05,11,Station_3,12.71
2025-02-05,11,Station_4,12.6
2025-02-05,11,Station_5,12.5
2025-02-05,12,Station_1,11.69
2025-02-05,12,Station_2,14.13
2025-02-05,12,Station_3,9.88
2025-02-05,12,Station_4,13.48
2025-02-05,12,Station_5,13.41
2025-02-05,13,Station_1,15.81
2025-02-05,13,Station_2,18.48
2025-02-05,13,Station_3,10.24
2025-02-05,13,Station_4,9.68
2025-02-05,13,Station_5,8.53
2025-02-05,14,Station_1,14.89
2025-02-05,14,Station_2,8.28
2025-02-05,14,Station_3,10.5
2025-02-05,14,Station_4,15.02
2025-02-05,14,Station_5,10.28
2025-02-05,15,Station_1,15.35
2025-02-05,15,Station_2,7.06
2025-02-05,15,Station_3,10.42
2025-02-05,15,Station_4,8.93
2025-02-05,15,Station_5,9.55
2025-02-05,16,Station_1,12.41
2025-02-05,16,Station_2,10.76
2025-02-05,16,Station_3,7.25
2025-02-05,16,Station_4,11.8
2025-02-05,16,Station_5,11.11
2025-02-05,17,Station_1,23.51
2025-02-05,17,Station_2,26.88
2025-02-05,17,Station_3,27.96
2025-02-05,17,Station_4,21.16
2025-02-05,17,Station_5,24.76
2025-02-05,18,Station_1,23.63
2025-02-05,18,Station_2,31.66
2025-02-05,18,Station_3,24.93
2025-02-05,18,Station_4,30.43
2025-02-05,18,Station_5,26.51
2025-02-05,19,Station_1,23.84
2025-02-05,19,Station_2,31.83
2025-02-05,19,Station_3,28.68
2025-02-05,19,Station_4,32.86
2025-02-05,19,Station_5,26.9
2025-02-05,20,Station_1,20.58
2025-02-05,20,Station_2,25.37
2025-02-05,20,Station_3,29.56
2025-02-05,20,Station_4,30.58
2025-02-05,20,Station_5,21.91
2025-02-05,21,Station_1,31.51
2025-02-05,21,Station_2,20.88
2025-02-05,21,Station_3,22.07
2025-02-05,21,Station_4,26.72
2025-02-05,21,Station_5,26.9
2025-02-05,22,Station_1,16.48
2025-02-05,22,Station_2,11.51
2025-02-05,22,Station_3,11.01
2025-02-05,22,Station_4,14.08
2025-02-05,22,Station_5,15.02
2025-02-05,23,Station_1,14.16
2025-02-05,23,Station_2,9.82
2025-02-05,23,Station_3,16.2
2025-02-05,23,Station_4,11.13
2025-02-05,23,Station_5,11.16
2025-02-06,0,Station_1,18.3
2025-02-06,0,Station_2,6.85
2025-02-06,0,Station_3,15.94
2025-02-06,0,Station_4,10.35
2025-02-06,0,Station_5,13.02
2025-02-06,1,Station_1,11.91
2025-02-06,1,Station_2,18.69
2025-02-06,1,Station_3,14.18
2025-02-06,1,Station_4,17.41
2025-02-06,1,Station_5,13.23
2025-02-06,2,Station_1,14.33
2025-02-06,2,Station_2,9.49
2025-02-06,2,Station_3,12.58
2025-02-06,2,Station_4,11.99
2025-02-06,2,Station_5,14.93
2025-02-06,3,Station_1,18.71
2025-02-06,3,Station_2,8.86
2025-02-06,3,Station_3,14.62
2025-02-06,3,Station_4,8.43
2025-02-06,3,Station_5,14.12
2025-02-06,4,Station_1,6.2
2025-02-06,4,Station_2,8.97
2025-02-06,4,Station_3,9.39
2025-02-06,4,Station_4,11.4
2025-02-06,4,Station_5,11.57
2025-02-06,5,Station_1,8.96
2025-02-06,5,Station_2,12.67
2025-02-06,5,Station_3,11.61
2025-02-06,5,Station_4,14.41
2025-02-06,5,Station_5,11.38
2025-02-06,6,Station_1,13.38
2025-02-06,6,Station_2,15.15
2025-02-06,6,Station_3,9.72
2025-02-06,6,Station_4,13.3
2025-02-06,6,Station_5,8.08
2025-02-06,7,Station_1,36.36
2025-02-06,7,Station_2,20.39
2025-02-06,7,Station_3,22.35
2025-02-06,7,Station_4,27.22
2025-02-06,7,Station_5,26.64
2025-02-06,8,Station_1,27.91
2025-02-06,8,Station_2,25.07
2025-02-06,8,Station_3,33.4
2025-02-06,8,Station_4,31.32
2025-02-06,8,Station_5,34.07
2025-02-06,9,Station_1,32.49
2025-02-06,9,Station_2,35.54
2025-02-06,9,Station_3,26.27
2025-02-06,9,Station_4,37.06
2025-02-06,9,Station_5,33.61
2025-02-06,10,Station_1,22.84
2025-02-06,10,Station_2,20.55
2025-02-06,10,Station_3,29.71
2025-02-06,10,Station_4,32.33
2025-02-06,10,Station_5,28.16
2025-02-06,11,Station_1,13.11
2025-02-06,11,Station_2,19.69
2025-02-06,11,Station_3,8.32
2025-02-06,11,Station_4,5.37
2025-02-06,11,Station_5,13.86
2025-02-06,12,Station_1,5.41
2025-02-06,12,Station_2,12.23
2025-02-06,12,Station_3,13.23
2025-02-06,12,Station_4,8.84
2025-02-06,12,Station_5,13.99
2025-02-06,13,Station_1,15.35
2025-02-06,13,Station_2,11.72
2025-02-06,13,Station_3,6.15
2025-02-06,13,Station_4,10.4
2025-02-06,13,Station_5,9.82
2025-02-06,14,Station_1,8.16
2025-02-06,14,Station_2,15.75
2025-02-06,14,Station_3,15.92
2025-02-06,14,Station_4,16.19
2025-02-06,14,Station_5,16.22
2025-02-06,15,Station_1,16.76
2025-02-06,15,Station_2,8.15
2025-02-06,15,Station_3,9.29
2025-02-06,15,Station_4,17.27
2025-02-06,15,Station_5,12.92
2025-02-06,16,Station_1,14.72
2025-02-06,16,Station_2,9.49
2025-02-06,16,Station_3,7.82
2025-02-06,16,Station_4,10.27
2025-02-06,16,Station_5,14.54
2025-02-06,17,Station_1,28.33
2025-02-06,17,Station_2,20.83
2025-02-06,17,Station_3,30.15
2025-02-06,17,Station_4,24.27
2025-02-06,17,Station_5,18.36
2025-02-06,18,Station_1,26.85
2025-02-06,18,Station_2,28.35
2025-02-06,18,Station_3,29.86
2025-02-06,18,Station_4,38.61
2025-02-06,18,Station_5,21.07
2025-02-06,19,Station_1,29.7
2025-02-06,19,Station_2,26.78
2025-02-06,19,Station_3,23.74
2025-02-06,19,Station_4,35.26
2025-02-06,19,Station_5,26.12
2025-02-06,20,Station_1,23.42
2025-02-06,20,Station_2,34.54
2025-02-06,20,Station_3,19.18
2025-02-06,20,Station_4,29.62
2025-02-06,20,Station_5,35.42
2025-02-06,21,Station_1,18.12
2025-02-06,21,Station_2,31.26
2025-02-06,21,Station_3,36.3
2025-02-06,21,Station_4,21.35
2025-02-06,21,Station_5,17.14
2025-02-06,22,Station_1,12.46
2025-02-06,22,Station_2,17.74
2025-02-06,22,Station_3,10.08
2025-02-06,22,Station_4,15.69
2025-02-06,22,Station_5,16.51
2025-02-06,23,Station_1,10.31
2025-02-06,23,Station_2,15.29
2025-02-06,23,Station_3,15.87
2025-02-06,23,Station_4,17.38
2025-02-06,23,Station_5,12.44
2025-02-07,0,Station_1,9.54
2025-02-07,0,Station_2,14.4
2025-02-07,0,Station_3,14.39
2025-02-07,0,Station_4,13.32
2025-02-07,0,Station_5,12.04
2025-02-07,1,Station_1,9.06
2025-02-07,1,Station_2,11.69
2025-02-07,1,Station_3,17.55
2025-02-07,1,Station_4,15.29
2025-02-07,1,Station_5,8.84
2025-02-07,2,Station_1,14.88
2025-02-07,2,Station_2,17.07
2025-02-07,2,Station_3,16.18
2025-02-07,2,Station_4,9.65
2025-02-07,2,Station_5,10.1
2025-02-07,3,Station_1,12.48
2025-02-07,3,Station_2,12.82
2025-02-07,3,Station_3,17.71
2025-02-07,3,Station_4,9.27
2025-02-07,3,Station_5,11.64
2025-02-07,4,Station_1,18.8
2025-02-07,4,Station_2,10.07
2025-02-07,4,Station_3,8.04
2025-02-07,4,Station_4,12.57
2025-02-07,4,Station_5,10.28
2025-02-07,5,Station_1,19.46
2025-02-07,5,Station_2,15.29
2025-02-07,5,Station_3,9.91
2025-02-07,5,Station_4,9.44
2025-02-07,5,Station_5,17.4
2025-02-07,6,Station_1,7.67
2025-02-07,6,Station_2,11.42
2025-02-07,6,Station_3,13.21
2025-02-07,6,Station_4,7.59
2025-02-07,6,Station_5,16.38
2025-02-07,7,Station_1,31.43
2025-02-07,7,Station_2,35.43
2025-02-07,7,Station_3,30.64
2025-02-07,7,Station_4,32.83
2025-02-07,7,Station_5,22.81
2025-02-07,8,Station_1,31.67
2025-02-07,8,Station_2,30.15
2025-02-07,8,Station_3,23.13
2025-02-07,8,Station_4,25.33
2025-02-07,8,Station_5,24.78
2025-02-07,9,Station_1,30.88
2025-02-07,9,Station_2,22.96
2025-02-07,9,Station_3,24.76
2025-02-07,9,Station_4,18.53
2025-02-07,9,Station_5,34.58
2025-02-07,10,Station_1,26.0
2025-02-07,10,Station_2,26.26
2025-02-07,10,Station_3,26.4
2025-02-07,10,Station_4,31.78
2025-02-07,10,Station_5,33.86
2025-02-07,11,Station_1,10.93
2025-02-07,11,Station_2,13.44
2025-02-07,11,Station_3,15.03
2025-02-07,11,Station_4,9.09
2025-02-07,11,Station_5,13.4
2025-02-07,12,Station_1,14.53
2025-02-07,12,Station_2,16.22
2025-02-07,12,Station_3,11.74
2025-02-07,12,Station_4,9.17
2025-02-07,12,Station_5,11.97
2025-02-07,13,Station_1,9.28
2025-02-07,13,Station_2,15.06
2025-02-07,13,Station_3,16.0
2025-02-07,13,Station_4,12.89
2025-02-07,13,Station_5,16.91
2025-02-07,14,Station_1,6.1
2025-02-07,14,Station_2,12.39
2025-02-07,14,Station_3,16.77
2025-02-07,14,Station_4,16.49
2025-02-07,14,Station_5,16.26
2025-02-07,15,Station_1,12.91
2025-02-07,15,Station_2,10.48
2025-02-07,15,Station_3,14.92
2025-02-07,15,Station_4,14.03
2025-02-07,15,Station_5,17.48
2025-02-07,16,Station_1,7.22
2025-02-07,16,Station_2,17.51
2025-02-07,16,Station_3,11.86
2025-02-07,16,Station_4,6.45
2025-02-07,16,Station_5,10.16
2025-02-07,17,Station_1,18.06
2025-02-07,17,Station_2,32.77
2025-02-07,17,Station_3,26.53
2025-02-07,17,Station_4,29.44
2025-02-07,17,Station_5,19.16
2025-02-07,18,Station_1,28.82
2025-02-07,18,Station_2,29.52
2025-02-07,18,Station_3,33.45
2025-02-07,18,Station_4,18.58
2025-02-07,18,Station_5,27.12
2025-02-07,19,Station_1,16.73
2025-02-07,19,Station_2,26.76
2025-02-07,19,Station_3,17.22
2025-02-07,19,Station_4,31.8
2025-02-07,19,Station_5,22.13
2025-02-07,20,Station_1,31.55
2025-02-07,20,Station_2,22.38
2025-02-07,20,Station_3,32.8
2025-02-07,20,Station_4,39.57
2025-02-07,20,Station_5,35.84
2025-02-07,21,Station_1,37.23
2025-02-07,21,Station_2,23.23
2025-02-07,21,Station_3,17.27
2025-02-07,21,Station_4,25.79
2025-02-07,21,Station_5,23.46
2025-02-07,22,Station_1,7.14
2025-02-07,22,Station_2,8.1
2025-02-07,22,Station_3,16.13
2025-02-07,22,Station_4,10.24
2025-02-07,22,Station_5,6.78
2025-02-07,23,Station_1,13.34
2025-02-07,23,Station_2,18.14
2025-02-07,23,Station_3,16.96
2025-02-07,23,Station_4,16.29
2025-02-07,23,Station_5,18.47
2025-02-08,0,Station_1,14.03
2025-02-08,0,Station_2,13.77
2025-02-08,0,Station_3,15.13
2025-02-08,0,Station_4,10.23
2025-02-08,0,Station_5,16.42
2025-02-08,1,Station_1,14.6
2025-02-08,1,Station_2,14.62
2025-02-08,1,Station_3,17.61
2025-02-08,1,Station_4,13.93
2025-02-08,1,Station_5,6.12
2025-02-08,2,Station_1,14.08
2025-02-08,2,Station_2,5.94
2025-02-08,2,Station_3,15.57
2025-02-08,2,Station_4,14.08
2025-02-08,2,Station_5,15.54
2025-02-08,3,Station_1,10.79
2025-02-08,3,Station_2,14.35
2025-02-08,3,Station_3,9.49
2025-02-08,3,Station_4,13.42
2025-02-08,3,Station_5,10.86
2025-02-08,4,Station_1,12.96
2025-02-08,4,Station_2,6.27
2025-02-08,4,Station_3,10.31
2025-02-08,4,Station_4,17.96
2025-02-08,4,Station_5,10.95
2025-02-08,5,Station_1,10.84
2025-02-08,5,Station_2,10.72
2025-02-08,5,Station_3,16.82
2025-02-08,5,Station_4,11.93
2025-02-08,5,Station_5,15.37
2025-02-08,6,Station_1,13.83
2025-02-08,6,Station_2,11.85
2025-02-08,6,Station_3,5.9
2025-02-08,6,Station_4,12.87
2025-02-08,6,Station_5,13.52
2025-02-08,7,Station_1,28.24
2025-02-08,7,Station_2,20.07
2025-02-08,7,Station_3,34.63
2025-02-08,7,Station_4,30.86
2025-02-08,7,Station_5,35.65
2025-02-08,8,Station_1,27.95
2025-02-08,8,Station_2,30.62
2025-02-08,8,Station_3,30.5
2025-02-08,8,Station_4,28.32
2025-02-08,8,Station_5,36.9
2025-02-08,9,Station_1,29.04
2025-02-08,9,Station_2,18.78
2025-02-08,9,Station_3,32.26
2025-02-08,9,Station_4,28.12
2025-02-08,9,Station_5,32.69
2025-02-08,10,Station_1,29.12
2025-02-08,10,Station_2,34.95
2025-02-08,10,Station_3,24.15
2025-02-08,10,Station_4,29.74
2025-02-08,10,Station_5,33.15
2025-02-08,11,Station_1,15.24
2025-02-08,11,Station_2,8.91
2025-02-08,11,Station_3,11.16
2025-02-08,11,Station_4,12.52
2025-02-08,11,Station_5,11.13
2025-02-08,12,Station_1,15.75
2025-02-08,12,Station_2,13.22
2025-02-08,12,Station_3,16.43
2025-02-08,12,Station_4,11.82
2025-02-08,12,Station_5,14.53
2025-02-08,13,Station_1,6.16
2025-02-08,13,Station_2,10.85
2025-02-08,13,Station_3,6.74
2025-02-08,13,Station_4,9.16
2025-02-08,13,Station_5,7.56
2025-02-08,14,Station_1,16.81
2025-02-08,14,Station_2,16.06
2025-02-08,14,Station_3,15.52
2025-02-08,14,Station_4,8.11
2025-02-08,14,Station_5,10.7
2025-02-08,15,Station_1,11.51
2025-02-08,15,Station_2,12.67
2025-02-08,15,Station_3,7.65
2025-02-08,15,Station_4,12.19
2025-02-08,15,Station_5,16.87
2025-02-08,16,Station_1,7.58
2025-02-08,16,Station_2,12.71
2025-02-08,16,Station_3,17.19
2025-02-08,16,Station_4,8.65
2025-02-08,16,Station_5,12.46
2025-02-08,17,Station_1,23.45
2025-02-08,17,Station_2,26.77
2025-02-08,17,Station_3,26.3
2025-02-08,17,Station_4,20.95
2025-02-08,17,Station_5,25.12
2025-02-08,18,Station_1,26.13
2025-02-08,18,Station_2,29.85
2025-02-08,18,Station_3,19.64
2025-02-08,18,Station_4,22.84
2025-02-08,18,Station_5,37.34
2025-02-08,19,Station_1,17.95
2025-02-08,19,Station_2,15.45
2025-02-08,19,Station_3,30.57
2025-02-08,19,Station_4,16.89
2025-02-08,19,Station_5,19.89
2025-02-08,20,Station_1,23.56
2025-02-08,20,Station_2,28.87
2025-02-08,20,Station_3,31.64
2025-02-08,20,Station_4,23.03
2025-02-08,20,Station_5,29.94
2025-02-08,21,Station_1,23.18
2025-02-08,21,Station_2,35.61
2025-02-08,21,Station_3,33.16
2025-02-08,21,Station_4,27.62
2025-02-08,21,Station_5,29.67
2025-02-08,22,Station_1,11.85
2025-02-08,22,Station_2,11.07
2025-02-08,22,Station_3,10.97
2025-02-08,22,Station_4,16.94
2025-02-08,22,Station_5,11.53
2025-02-08,23,Station_1,12.24
2025-02-08,23,Station_2,9.25
2025-02-08,23,Station_3,18.72
2025-02-08,23,Station_4,10.85
2025-02-08,23,Station_5,14.1
2025-02-09,0,Station_1,13.56
2025-02-09,0,Station_2,14.54
2025-02-09,0,Station_3,10.67
2025-02-09,0,Station_4,11.26
2025-02-09,0,Station_5,11.26
2025-02-09,1,Station_1,7.6
2025-02-09,1,Station_2,9.31
2025-02-09,1,Station_3,11.96
2025-02-09,1,Station_4,11.26
2025-02-09,1,Station_5,12.71
2025-02-09,2,Station_1,10.19
2025-02-09,2,Station_2,13.37
2025-02-09,2,Station_3,6.96
2025-02-09,2,Station_4,9.84
2025-02-09,2,Station_5,9.85
2025-02-09,3,Station_1,14.83
2025-02-09,3,Station_2,14.5
2025-02-09,3,Station_3,9.96
2025-02-09,3,Station_4,15.07
2025-02-09,3,Station_5,13.46
2025-02-09,4,Station_1,13.8
2025-02-09,4,Station_2,11.12
2025-02-09,4,Station_3,7.85
2025-02-09,4,Station_4,15.55
2025-02-09,4,Station_5,16.96
2025-02-09,5,Station_1,11.73
2025-02-09,5,Station_2,16.84
2025-02-09,5,Station_3,7.72
2025-02-09,5,Station_4,10.76
2025-02-09,5,Station_5,6.48
2025-02-09,6,Station_1,12.7
2025-02-09,6,Station_2,15.46
2025-02-09,6,Station_3,9.29
2025-02-09,6,Station_4,17.82
2025-02-09,6,Station_5,9.83
2025-02-09,7,Station_1,21.31
2025-02-09,7,Station_2,19.67
2025-02-09,7,Station_3,28.94
2025-02-09,7,Station_4,35.27
2025-02-09,7,Station_5,21.3
2025-02-09,8,Station_1,28.09
2025-02-09,8,Station_2,19.08
2025-02-09,8,Station_3,23.4
2025-02-09,8,Station_4,18.82
2025-02-09,8,Station_5,18.65
2025-02-09,9,Station_1,18.6
2025-02-09,9,Station_2,28.33
2025-02-09,9,Station_3,20.49
2025-02-09,9,Station_4,29.47
2025-02-09,9,Station_5,35.29
2025-02-09,10,Station_1,23.1
2025-02-09,10,Station_2,22.4
2025-02-09,10,Station_3,26.33
2025-02-09,10,Station_4,27.99
2025-02-09,10,Station_5,25.35
2025-02-09,11,Station_1,17.63
2025-02-09,11,Station_2,15.37
2025-02-09,11,Station_3,14.1
2025-02-09,11,Station_4,15.96
2025-02-09,11,Station_5,10.15
2025-02-09,12,Station_1,10.34
2025-02-09,12,Station_2,17.38
2025-02-09,12,Station_3,9.38
2025-02-09,12,Station_4,11.04
2025-02-09,12,Station_5,15.68
2025-02-09,13,Station_1,18.13
2025-02-09,13,Station_2,8.69
2025-02-09,13,Station_3,16.75
2025-02-09,13,Station_4,6.73
2025-02-09,13,Station_5,7.0
2025-02-09,14,Station_1,11.56
2025-02-09,14,Station_2,9.11
2025-02-09,14,Station_3,7.35
2025-02-09,14,Station_4,15.92
2025-02-09,14,Station_5,18.97
2025-02-09,15,Station_1,11.02
2025-02-09,15,Station_2,9.37
2025-02-09,15,Station_3,16.02
2025-02-09,15,Station_4,10.82
2025-02-09,15,Station_5,6.4
2025-02-09,16,Station_1,18.36
2025-02-09,16,Station_2,16.47
2025-02-09,16,Station_3,8.97
2025-02-09,16,Station_4,11.91
2025-02-09,16,Station_5,13.77
2025-02-09,17,Station_1,23.27
2025-02-09,17,Station_2,37.43
2025-02-09,17,Station_3,18.47
2025-02-09,17,Station_4,21.66
2025-02-09,17,Station_5,21.78
2025-02-09,18,Station_1,28.7
2025-02-09,18,Station_2,30.94
2025-02-09,18,Station_3,27.39
2025-02-09,18,Station_4,25.31
2025-02-09,18,Station_5,34.33
2025-02-09,19,Station_1,27.01
2025-02-09,19,Station_2,32.73
2025-02-09,19,Station_3,21.04
2025-02-09,19,Station_4,23.79
2025-02-09,19,Station_5,32.67
2025-02-09,20,Station_1,29.69
2025-02-09,20,Station_2,30.55
2025-02-09,20,Station_3,31.56
2025-02-09,20,Station_4,20.34
2025-02-09,20,Station_5,29.52
2025-02-09,21,Station_1,24.81
2025-02-09,21,Station_2,24.84
2025-02-09,21,Station_3,38.2
2025-02-09,21,Station_4,30.49
2025-02-09,21,Station_5,32.59
2025-02-09,22,Station_1,9.1
2025-02-09,22,Station_2,7.61
2025-02-09,22,Station_3,15.51
2025-02-09,22,Station_4,13.11
2025-02-09,22,Station_5,6.38
2025-02-09,23,Station_1,9.73
2025-02-09,23,Station_2,15.91
2025-02-09,23,Station_3,8.5
2025-02-09,23,Station_4,13.33
2025-02-09,23,Station_5,6.85
2025-02-10,0,Station_1,16.92
2025-02-10,0,Station_2,11.5
2025-02-10,0,Station_3,12.57
2025-02-10,0,Station_4,13.33
2025-02-10,0,Station_5,9.76
2025-02-10,1,Station_1,17.92
2025-02-10,1,Station_2,13.8
2025-02-10,1,Station_3,7.07
2025-02-10,1,Station_4,14.5
2025-02-10,1,Station_5,12.81
2025-02-10,2,Station_1,9.89
2025-02-10,2,Station_2,15.02
2025-02-10,2,Station_3,13.39
2025-02-10,2,Station_4,8.77
2025-02-10,2,Station_5,10.19
2025-02-10,3,Station_1,12.34
2025-02-10,3,Station_2,7.74
2025-02-10,3,Station_3,16.12
2025-02-10,3,Station_4,11.87
2025-02-10,3,Station_5,9.62
2025-02-10,4,Station_1,13.8
2025-02-10,4,Station_2,6.63
2025-02-10,4,Station_3,8.93
2025-02-10,4,Station_4,12.27
2025-02-10,4,Station_5,12.23
2025-02-10,5,Station_1,7.87
2025-02-10,5,Station_2,6.5
2025-02-10,5,Station_3,15.56
2025-02-10,5,Station_4,12.86
2025-02-10,5,Station_5,13.67
2025-02-10,6,Station_1,11.0
2025-02-10,6,Station_2,18.94
2025-02-10,6,Station_3,10.05
2025-02-10,6,Station_4,19.09
2025-02-10,6,Station_5,14.74
2025-02-10,7,Station_1,22.81
2025-02-10,7,Station_2,24.3
2025-02-10,7,Station_3,20.84
2025-02-10,7,Station_4,34.62
2025-02-10,7,Station_5,29.96
2025-02-10,8,Station_1,28.43
2025-02-10,8,Station_2,29.01
2025-02-10,8,Station_3,32.98
2025-02-10,8,Station_4,28.48
2025-02-10,8,Station_5,25.83
2025-02-10,9,Station_1,23.56
2025-02-10,9,Station_2,26.33
2025-02-10,9,Station_3,32.8
2025-02-10,9,Station_4,25.85
2025-02-10,9,Station_5,28.49
2025-02-10,10,Station_1,29.01
2025-02-10,10,Station_2,34.17
2025-02-10,10,Station_3,32.31
2025-02-10,10,Station_4,21.48
2025-02-10,10,Station_5,16.57
2025-02-10,11,Station_1,10.92
2025-02-10,11,Station_2,10.83
2025-02-10,11,Station_3,13.37
2025-02-10,11,Station_4,10.99
2025-02-10,11,Station_5,16.15
2025-02-10,12,Station_1,19.8
2025-02-10,12,Station_2,17.45
2025-02-10,12,Station_3,9.19
2025-02-10,12,Station_4,14.67
2025-02-10,12,Station_5,13.86
2025-02-10,13,Station_1,8.99
2025-02-10,13,Station_2,13.39
2025-02-10,13,Station_3,14.9
2025-02-10,13,Station_4,8.98
2025-02-10,13,Station_5,17.91
2025-02-10,14,Station_1,13.86
2025-02-10,14,Station_2,10.91
2025-02-10,14,Station_3,12.42
2025-02-10,14,Station_4,12.72
2025-02-10,14,Station_5,12.99
2025-02-10,15,Station_1,7.99
2025-02-10,15,Station_2,11.71
2025-02-10,15,Station_3,9.62
2025-02-10,15,Station_4,12.3
2025-02-10,15,Station_5,9.41
2025-02-10,16,Station_1,10.94
2025-02-10,16,Station_2,16.25
2025-02-10,16,Station_3,12.68
2025-02-10,16,Station_4,13.52
2025-02-10,16,Station_5,10.58
2025-02-10,17,Station_1,28.35
2025-02-10,17,Station_2,31.18
2025-02-10,17,Station_3,19.69
2025-02-10,17,Station_4,26.84
2025-02-10,17,Station_5,17.56
2025-02-10,18,Station_1,21.63
2025-02-10,18,Station_2,31.85
2025-02-10,18,Station_3,17.17
2025-02-10,18,Station_4,30.65
2025-02-10,18,Station_5,33.76
2025-02-10,19,Station_1,31.04
2025-02-10,19,Station_2,33.22
2025-02-10,19,Station_3,17.18
2025-02-10,19,Station_4,18.22
2025-02-10,19,Station_5,33.69
2025-02-10,20,Station_1,25.78
2025-02-10,20,Station_2,21.2
2025-02-10,20,Station_3,26.4
2025-02-10,20,Station_4,34.56
2025-02-10,20,Station_5,24.5
2025-02-10,21,Station_1,21.73
2025-02-10,21,Station_2,32.15
2025-02-10,21,Station_3,25.45
2025-02-10,21,Station_4,26.79
2025-02-10,21,Station_5,32.36
2025-02-10,22,Station_1,14.39
2025-02-10,22,Station_2,16.41
2025-02-10,22,Station_3,12.04
2025-02-10,22,Station_4,12.69
2025-02-10,22,Station_5,11.26
2025-02-10,23,Station_1,11.66
2025-02-10,23,Station_2,12.44
2025-02-10,23,Station_3,10.8
2025-02-10,23,Station_4,15.2
2025-02-10,23,Station_5,16.24
2025-02-11,0,Station_1,15.98
2025-02-11,0,Station_2,16.21
2025-02-11,0,Station_3,17.38
2025-02-11,0,Station_4,7.75
2025-02-11,0,Station_5,11.09
2025-02-11,1,Station_1,11.04
2025-02-11,1,Station_2,11.66
2025-02-11,1,Station_3,16.2
2025-02-11,1,Station_4,10.7
2025-02-11,1,Station_5,16.44
